date,agency_name,value,source
2022-05-01,Bay Area Rapid Transit,3780985,NTD
2022-06-01,Bay Area Rapid Transit,3999328,NTD
2022-07-01,Bay Area Rapid Transit,3672785,NTD
2022-08-01,Bay Area Rapid Transit,4195650,NTD
2022-09-01,Bay Area Rapid Transit,4399967,NTD
2022-10-01,Bay Area Rapid Transit,4399766,NTD
2022-11-01,Bay Area Rapid Transit,3928429,NTD
2022-12-01,Bay Area Rapid Transit,3569502,NTD
2023-01-01,Bay Area Rapid Transit,3577697,NTD
2023-02-01,Bay Area Rapid Transit,3764194,NTD
2023-03-01,Bay Area Rapid Transit,4324376,NTD
2023-04-01,Bay Area Rapid Transit,4229321,NTD
2023-05-01,Bay Area Rapid Transit,4483736,NTD
2023-06-01,Bay Area Rapid Transit,4497899,NTD
2023-07-01,Bay Area Rapid Transit,4235423,NTD
2023-08-01,Bay Area Rapid Transit,4845494,NTD
2023-09-01,Bay Area Rapid Transit,4550822,NTD
2023-10-01,Bay Area Rapid Transit,4807188,NTD
2023-11-01,Bay Area Rapid Transit,4311590,NTD
2023-12-01,Bay Area Rapid Transit,3919728,NTD
2024-01-01,Bay Area Rapid Transit,4133086,NTD
2024-02-01,Bay Area Rapid Transit,4211327,NTD
2024-03-01,Bay Area Rapid Transit,4479626,NTD
2024-04-01,Bay Area Rapid Transit,4538901,NTD
2024-05-01,Bay Area Rapid Transit,4767259,NTD
2024-06-01,Bay Area Rapid Transit,4421768,NTD
2024-07-01,Bay Area Rapid Transit,4516085,NTD
2024-08-01,Bay Area Rapid Transit,4811857,NTD
2024-09-01,Bay Area Rapid Transit,4927208,NTD
2024-10-01,Bay Area Rapid Transit,5178577,NTD
2024-11-01,Bay Area Rapid Transit,4232312,NTD
2024-12-01,Bay Area Rapid Transit,4154021,NTD
2025-01-01,Bay Area Rapid Transit,4151331,bart.gov
2025-02-01,Bay Area Rapid Transit,4030808,bart.gov
2025-03-01,Bay Area Rapid Transit,4422230,bart.gov
2025-04-01,Bay Area Rapid Transit,4736423,bart.gov
2025-05-01,Bay Area Rapid Transit,4670575,bart.gov
2025-06-01,Bay Area Rapid Transit,4671882,bart.gov
2025-07-01,Bay Area Rapid Transit,4713700,bart.gov
2025-08-01,Bay Area Rapid Transit,4920496,bart.gov
2025-09-01,Bay Area Rapid Transit,5047121,bart.gov
2025-10-01,Bay Area Rapid Transit,5346891,bart.gov
2025-11-01,Bay Area Rapid Transit,4409065,bart.gov
2025-12-01,Bay Area Rapid Transit,4395799,bart.gov
2026-01-01,Bay Area Rapid Transit,4596545,bart.gov
2026-02-01,Bay Area Rapid Transit,4540045,bart.gov
2026-03-01,Bay Area Rapid Transit,5403169,bart.gov
